Phi[deg],Theta[deg],GainTotal
-86,148,0.570182
-84,148,0.570122
-82,148,0.570024
-80,148,0.569894
-78,148,0.569742
-76,148,0.569575
-74,148,0.569402
-72,148,0.56923
-70,148,0.569067
-68,148,0.568922
-66,148,0.5688
-64,148,0.568708
-62,148,0.568654
-60,148,0.568641
-58,148,0.568675
-56,148,0.56876
-54,148,0.568899
-52,148,0.569094
-50,148,0.569347
-48,148,0.569658
-46,148,0.570025
-44,148,0.570448
-42,148,0.570924
-40,148,0.571447
-38,148,0.572015
-36,148,0.57262
-34,148,0.573255
-32,148,0.573914
-30,148,0.574589
-28,148,0.57527
-26,148,0.57595
-24,148,0.57662
-22,148,0.577271
-20,148,0.577896
-18,148,0.578487
-16,148,0.579038
-14,148,0.579543
-12,148,0.579996
-10,148,0.580396
-8,148,0.580738
-6,148,0.581022
-4,148,0.581248
-2,148,0.581416
0,148,0.581529
2,148,0.581589
4,148,0.581601
6,148,0.581569
8,148,0.581498
10,148,0.581394
12,148,0.581263
14,148,0.581112
16,148,0.580946
18,148,0.580773
20,148,0.580598
22,148,0.580428
24,148,0.580267
26,148,0.580122
28,148,0.579997
30,148,0.579896
32,148,0.579822
34,148,0.579777
36,148,0.579764
38,148,0.579782
40,148,0.579832
42,148,0.579914
44,148,0.580025
46,148,0.580163
48,148,0.580326
50,148,0.580509
52,148,0.58071
54,148,0.580923
56,148,0.581146
58,148,0.581372
60,148,0.581598
62,148,0.58182
64,148,0.582035
66,148,0.582239
68,148,0.58243
70,148,0.582604
72,148,0.582762
74,148,0.582901
76,148,0.583022
78,148,0.583123
80,148,0.583205
82,148,0.583269
84,148,0.583314
86,148,0.583342
88,148,0.583353
90,148,0.583345
92,148,0.583321
94,148,0.583277
96,148,0.583214
98,148,0.583131
100,148,0.583024
102,148,0.582892
104,148,0.582734
106,148,0.582545
108,148,0.582325
110,148,0.582071
112,148,0.581781
114,148,0.581456
116,148,0.581094
118,148,0.580696
120,148,0.580265
122,148,0.579804
124,148,0.579315
126,148,0.578805
128,148,0.578279
130,148,0.577743
132,148,0.577205
134,148,0.576672
136,148,0.576152
138,148,0.575652
140,148,0.575178
142,148,0.574737
144,148,0.574334
146,148,0.573971
148,148,0.573653
150,148,0.573378
152,148,0.573147
154,148,0.572957
156,148,0.572803
158,148,0.57268
160,148,0.572581
162,148,0.572497
164,148,0.572421
166,148,0.572341
168,148,0.572248
170,148,0.572133
172,148,0.571984
174,148,0.571794
176,148,0.571553
178,148,0.571256
180,148,0.570896
-180,150,0.545472
-178,150,0.54503
-176,150,0.544534
-174,150,0.543986
-172,150,0.543388
-170,150,0.542746
-168,150,0.542067
-166,150,0.541357
-164,150,0.540628
-162,150,0.53989
-160,150,0.539155
-158,150,0.538437
-156,150,0.537747
-154,150,0.537101
-152,150,0.53651
-150,150,0.535987
-148,150,0.535543
-146,150,0.535187
-144,150,0.534929
-142,150,0.534774
-140,150,0.534727
-138,150,0.534789
-136,150,0.53496
-134,150,0.535237
-132,150,0.535617
-130,150,0.53609
-128,150,0.53665
-126,150,0.537285
-124,150,0.537984
-122,150,0.538733
-120,150,0.53952
-118,150,0.540329
-116,150,0.541148
-114,150,0.541963
-112,150,0.542761
-110,150,0.54353
-108,150,0.544258
-106,150,0.544938
-104,150,0.54556
-102,150,0.546118
-100,150,0.546608
-98,150,0.547025
-96,150,0.547369
-94,150,0.54764
-92,150,0.547837
-90,150,0.547965
-88,150,0.548026
-86,150,0.548025
-84,150,0.547968
-82,150,0.54786
-80,150,0.547708
-78,150,0.54752
-76,150,0.547302
-74,150,0.547062
-72,150,0.546807
-70,150,0.546546
-68,150,0.546285
-66,150,0.546031
-64,150,0.545792
-62,150,0.545573
-60,150,0.545382
-58,150,0.545222
-56,150,0.545099
-54,150,0.545017
-52,150,0.54498
-50,150,0.54499
-48,150,0.545047
-46,150,0.545155
-44,150,0.545311
-42,150,0.545515
-40,150,0.545765
-38,150,0.546058
-36,150,0.54639
-34,150,0.546756
-32,150,0.547151
-30,150,0.547568
-28,150,0.548003
-26,150,0.548447
-24,150,0.548895
-22,150,0.549338
-20,150,0.549772
-18,150,0.550189
-16,150,0.550584
-14,150,0.550952
-12,150,0.551288
-10,150,0.551589
-8,150,0.551853
-6,150,0.552077
-4,150,0.552261
-2,150,0.552405
0,150,0.552511
2,150,0.552581
4,150,0.552617
6,150,0.552624
8,150,0.552604
10,150,0.552564
12,150,0.552508
14,150,0.552441
16,150,0.55237
18,150,0.552299
20,150,0.552234
22,150,0.552181
24,150,0.552145
26,150,0.552129
28,150,0.552138
30,150,0.552176
32,150,0.552246
34,150,0.552348
36,150,0.552486
38,150,0.552658
40,150,0.552866
42,150,0.553108
44,150,0.553382
46,150,0.553686
48,150,0.554017
50,150,0.554371
52,150,0.554745
54,150,0.555133
56,150,0.555533
58,150,0.555938
60,150,0.556344
62,150,0.556747
64,150,0.557143
66,150,0.557527
68,150,0.557896
70,150,0.558246
72,150,0.558576
74,150,0.558882
76,150,0.559162
78,150,0.559415
80,150,0.55964
82,150,0.559835
84,150,0.56
86,150,0.560134
88,150,0.560236
90,150,0.560306
92,150,0.560341
94,150,0.560343
96,150,0.560308
98,150,0.560237
100,150,0.560128
102,150,0.55998
104,150,0.559791
106,150,0.559561
108,150,0.559289
110,150,0.558975
112,150,0.558618
114,150,0.55822
116,150,0.557783
118,150,0.557309
120,150,0.556801
122,150,0.556263
124,150,0.5557
126,150,0.555118
128,150,0.554524
130,150,0.553922
132,150,0.553322
134,150,0.55273
136,150,0.552152
138,150,0.551595
140,150,0.551066
142,150,0.550569
144,150,0.550109
146,150,0.549687
148,150,0.549307
150,150,0.548969
152,150,0.54867
154,150,0.548408
156,150,0.54818
158,150,0.54798
160,150,0.547802
162,150,0.547637
164,150,0.54748
166,150,0.54732
168,150,0.54715
170,150,0.546961
172,150,0.546744
174,150,0.546493
176,150,0.5462
178,150,0.545861
180,150,0.545472
-180,152,0.514638
-178,152,0.514198
-176,152,0.513718
-174,152,0.513199
-172,152,0.512646
-170,152,0.512063
-168,152,0.511455
-166,152,0.510831
-164,152,0.5102
-162,152,0.50957
-160,152,0.508952
-158,152,0.508358
-156,152,0.507798
-154,152,0.507283
-152,152,0.506824
-150,152,0.506431
-148,152,0.506114
-146,152,0.505879
-144,152,0.505733
-142,152,0.505681
-140,152,0.505726
-138,152,0.505869
-136,152,0.50611
-134,152,0.506445
-132,152,0.50687
-130,152,0.507379
-128,152,0.507963
-126,152,0.508614
-124,152,0.509321
-122,152,0.510072
-120,152,0.510856
-118,152,0.511661
-116,152,0.512473
-114,152,0.513281
-112,152,0.514073
-110,152,0.514838
-108,152,0.515566
-106,152,0.516248
-104,152,0.516876
-102,152,0.517443
-100,152,0.517944
-98,152,0.518376
-96,152,0.518735
-94,152,0.51902
-92,152,0.519232
-90,152,0.519371
-88,152,0.519441
-86,152,0.519443
-84,152,0.519383
-82,152,0.519265
-80,152,0.519094
-78,152,0.518877
-76,152,0.51862
-74,152,0.51833
-72,152,0.518013
-70,152,0.517676
-68,152,0.517327
-66,152,0.516971
-64,152,0.516617
-62,152,0.51627
-60,152,0.515936
-58,152,0.515621
-56,152,0.515331
-54,152,0.515069
-52,152,0.514841
-50,152,0.514649
-48,152,0.514495
-46,152,0.514383
-44,152,0.514313
-42,152,0.514285
-40,152,0.514299
-38,152,0.514352
-36,152,0.514444
-34,152,0.514571
-32,152,0.51473
-30,152,0.514917
-28,152,0.515126
-26,152,0.515353
-24,152,0.515594
-22,152,0.515842
-20,152,0.516094
-18,152,0.516342
-16,152,0.516585
-14,152,0.516815
-12,152,0.517032
-10,152,0.51723
-8,152,0.517408
-6,152,0.517564
-4,152,0.517698
-2,152,0.517808
0,152,0.517897
2,152,0.517964
4,152,0.518013
6,152,0.518046
8,152,0.518067
10,152,0.518078
12,152,0.518085
14,152,0.518091
16,152,0.518102
18,152,0.518122
20,152,0.518154
22,152,0.518205
24,152,0.518278
26,152,0.518376
28,152,0.518504
30,152,0.518664
32,152,0.518857
34,152,0.519087
36,152,0.519353
38,152,0.519657
40,152,0.519997
42,152,0.520372
44,152,0.520781
46,152,0.521221
48,152,0.521688
50,152,0.522181
52,152,0.522693
54,152,0.523222
56,152,0.523762
58,152,0.524308
60,152,0.524857
62,152,0.525402
64,152,0.52594
66,152,0.526466
68,152,0.526976
70,152,0.527465
72,152,0.52793
74,152,0.528369
76,152,0.528777
78,152,0.529152
80,152,0.529493
82,152,0.529796
84,152,0.530061
86,152,0.530285
88,152,0.530467
90,152,0.530606
92,152,0.530701
94,152,0.53075
96,152,0.530752
98,152,0.530707
100,152,0.530614
102,152,0.530472
104,152,0.530282
106,152,0.530042
108,152,0.529754
110,152,0.529419
112,152,0.529038
114,152,0.528613
116,152,0.528148
118,152,0.527644
120,152,0.527108
122,152,0.526542
124,152,0.525954
126,152,0.525348
128,152,0.52473
130,152,0.524108
132,152,0.523487
134,152,0.522875
136,152,0.522277
138,152,0.5217
140,152,0.521147
142,152,0.520624
144,152,0.520135
146,152,0.51968
148,152,0.519263
150,152,0.518881
152,152,0.518535
154,152,0.518221
156,152,0.517937
158,152,0.517677
160,152,0.517436
162,152,0.517208
164,152,0.516986
166,152,0.516763
168,152,0.516533
170,152,0.516287
172,152,0.51602
174,152,0.515727
176,152,0.515401
178,152,0.515039
180,152,0.514638
-180,154,0.478735
-178,154,0.478312
-176,154,0.477862
-174,154,0.477386
-172,154,0.476888
-170,154,0.476372
-168,154,0.475843
-166,154,0.475308
-164,154,0.474775
-162,154,0.474251
-160,154,0.473746
-158,154,0.473267
-156,154,0.472825
-154,154,0.472428
-152,154,0.472085
-150,154,0.471803
-148,154,0.47159
-146,154,0.471452
-144,154,0.471393
-142,154,0.471417
-140,154,0.471526
-138,154,0.471721
-136,154,0.472
-134,154,0.472361
-132,154,0.4728
-130,154,0.47331
-128,154,0.473886
-126,154,0.474518
-124,154,0.475199
-122,154,0.475917
-120,154,0.476664
-118,154,0.477427
-116,154,0.478196
-114,154,0.478962
-112,154,0.479712
-110,154,0.480437
-108,154,0.481129
-106,154,0.481778
-104,154,0.482377
-102,154,0.48292
-100,154,0.483402
-98,154,0.483818
-96,154,0.484165
-94,154,0.484441
-92,154,0.484645
-90,154,0.484779
-88,154,0.484842
-86,154,0.484837
-84,154,0.484768
-82,154,0.484637
-80,154,0.484448
-78,154,0.484208
-76,154,0.483921
-74,154,0.483594
-72,154,0.483231
-70,154,0.482839
-68,154,0.482425
-66,154,0.481995
-64,154,0.481555
-62,154,0.481112
-60,154,0.480671
-58,154,0.480238
-56,154,0.479819
-54,154,0.479417
-52,154,0.479039
-50,154,0.478687
-48,154,0.478364
-46,154,0.478075
-44,154,0.47782
-42,154,0.4776
-40,154,0.477417
-38,154,0.47727
-36,154,0.477159
-34,154,0.477082
-32,154,0.477037
-30,154,0.477022
-28,154,0.477034
-26,154,0.477069
-24,154,0.477124
-22,154,0.477196
-20,154,0.47728
-18,154,0.477373
-16,154,0.477471
-14,154,0.477572
-12,154,0.477672
-10,154,0.477769
-8,154,0.477861
-6,154,0.477946
-4,154,0.478023
-2,154,0.478093
0,154,0.478156
2,154,0.478212
4,154,0.478264
6,154,0.478313
8,154,0.478361
10,154,0.478412
12,154,0.478468
14,154,0.478534
16,154,0.478612
18,154,0.478706
20,154,0.478821
22,154,0.478959
24,154,0.479123
26,154,0.479318
28,154,0.479544
30,154,0.479805
32,154,0.480101
34,154,0.480435
36,154,0.480806
38,154,0.481214
40,154,0.48166
42,154,0.48214
44,154,0.482654
46,154,0.483198
48,154,0.48377
50,154,0.484367
52,154,0.484984
54,154,0.485616
56,154,0.48626
58,154,0.486911
60,154,0.487564
62,154,0.488214
64,154,0.488857
66,154,0.489487
68,154,0.4901
70,154,0.490692
72,154,0.491258
74,154,0.491795
76,154,0.4923
78,154,0.492769
80,154,0.493199
82,154,0.493587
84,154,0.493932
86,154,0.49423
88,154,0.494481
90,154,0.494683
92,154,0.494833
94,154,0.494932
96,154,0.494978
98,154,0.494971
100,154,0.494909
102,154,0.494795
104,154,0.494627
106,154,0.494406
108,154,0.494135
110,154,0.493814
112,154,0.493446
114,154,0.493033
116,154,0.49258
118,154,0.49209
120,154,0.491567
122,154,0.491017
124,154,0.490444
126,154,0.489855
128,154,0.489255
130,154,0.48865
132,154,0.488046
134,154,0.487449
136,154,0.486864
138,154,0.486296
140,154,0.48575
142,154,0.485229
144,154,0.484736
146,154,0.484273
148,154,0.48384
150,154,0.483438
152,154,0.483066
154,154,0.48272
156,154,0.482399
158,154,0.482099
160,154,0.481815
162,154,0.481542
164,154,0.481275
166,154,0.481008
168,154,0.480736
170,154,0.480453
172,154,0.480155
174,154,0.479837
176,154,0.479496
178,154,0.479129
180,154,0.478735
-180,156,0.438311
-178,156,0.437919
-176,156,0.437511
-174,156,0.437087
-172,156,0.436651
-170,156,0.436207
-168,156,0.43576
-166,156,0.435314
-164,156,0.434877
-162,156,0.434453
-160,156,0.434052
-158,156,0.433679
-156,156,0.433341
-154,156,0.433046
-152,156,0.432801
-150,156,0.432611
-148,156,0.432481
-146,156,0.432417
-144,156,0.432422
-142,156,0.432497
-140,156,0.432645
-138,156,0.432865
-136,156,0.433157
-134,156,0.433517
-132,156,0.433942
-130,156,0.434426
-128,156,0.434965
-126,156,0.435552
-124,156,0.436177
-122,156,0.436834
-120,156,0.437514
-118,156,0.438207
-116,156,0.438904
-114,156,0.439597
-112,156,0.440275
-110,156,0.440931
-108,156,0.441556
-106,156,0.442143
-104,156,0.442685
-102,156,0.443176
-100,156,0.443611
-98,156,0.443986
-96,156,0.444297
-94,156,0.444542
-92,156,0.444721
-90,156,0.444831
-88,156,0.444875
-86,156,0.444852
-84,156,0.444766
-82,156,0.444618
-80,156,0.444412
-78,156,0.444152
-76,156,0.443842
-74,156,0.443488
-72,156,0.443094
-70,156,0.442665
-68,156,0.442208
-66,156,0.441727
-64,156,0.441229
-62,156,0.440719
-60,156,0.440203
-58,156,0.439687
-56,156,0.439175
-54,156,0.438672
-52,156,0.438182
-50,156,0.437711
-48,156,0.437261
-46,156,0.436835
-44,156,0.436437
-42,156,0.436068
-40,156,0.435729
-38,156,0.435422
-36,156,0.435147
-34,156,0.434904
-32,156,0.434692
-30,156,0.434509
-28,156,0.434355
-26,156,0.434228
-24,156,0.434125
-22,156,0.434044
-20,156,0.433982
-18,156,0.433938
-16,156,0.433908
-14,156,0.433892
-12,156,0.433885
-10,156,0.433887
-8,156,0.433897
-6,156,0.433913
-4,156,0.433934
-2,156,0.433961
0,156,0.433993
2,156,0.434031
4,156,0.434077
6,156,0.434131
8,156,0.434196
10,156,0.434273
12,156,0.434365
14,156,0.434475
16,156,0.434605
18,156,0.434757
20,156,0.434935
22,156,0.435141
24,156,0.435378
26,156,0.435646
28,156,0.435949
30,156,0.436288
32,156,0.436663
34,156,0.437075
36,156,0.437524
38,156,0.43801
40,156,0.438532
42,156,0.439088
44,156,0.439676
46,156,0.440293
48,156,0.440937
50,156,0.441604
52,156,0.442291
54,156,0.442993
56,156,0.443705
58,156,0.444424
60,156,0.445145
62,156,0.445863
64,156,0.446573
66,156,0.447271
68,156,0.447952
70,156,0.448611
72,156,0.449245
74,156,0.44985
76,156,0.450421
78,156,0.450955
80,156,0.451449
82,156,0.4519
84,156,0.452306
86,156,0.452664
88,156,0.452971
90,156,0.453228
92,156,0.453431
94,156,0.45358
96,156,0.453674
98,156,0.453713
100,156,0.453696
102,156,0.453625
104,156,0.4535
106,156,0.453322
108,156,0.453093
110,156,0.452815
112,156,0.45249
114,156,0.452123
116,156,0.451716
118,156,0.451273
120,156,0.450798
122,156,0.450297
124,156,0.449775
126,156,0.449236
128,156,0.448686
130,156,0.44813
132,156,0.447573
134,156,0.44702
136,156,0.446476
138,156,0.445945
140,156,0.445431
142,156,0.444936
144,156,0.444463
146,156,0.444013
148,156,0.443588
150,156,0.443186
152,156,0.442808
154,156,0.442452
156,156,0.442115
158,156,0.441795
160,156,0.441488
162,156,0.44119
164,156,0.440898
166,156,0.440607
168,156,0.440313
170,156,0.440013
172,156,0.439703
174,156,0.439379
176,156,0.439041
178,156,0.438685
180,156,0.438311
-180,158,0.394123
-178,158,0.393773
-176,158,0.393414
-174,158,0.393049
-172,158,0.392679
-170,158,0.392309
-168,158,0.391942
-166,158,0.391581
-164,158,0.391233
-162,158,0.390902
-160,158,0.390594
-158,158,0.390313
-156,158,0.390066
-154,158,0.389857
-152,158,0.389691
-150,158,0.389574
-148,158,0.389508
-146,158,0.389497
-144,158,0.389543
-142,158,0.389648
-140,158,0.389813
-138,158,0.390036
-136,158,0.390318
-134,158,0.390655
-132,158,0.391044
-130,158,0.391482
-128,158,0.391963
-126,158,0.392481
-124,158,0.393031
-122,158,0.393605
-120,158,0.394196
-118,158,0.394797
-116,158,0.395399
-114,158,0.395997
-112,158,0.396581
-110,158,0.397144
-108,158,0.39768
-106,158,0.398183
-104,158,0.398645
-102,158,0.399062
-100,158,0.399429
-98,158,0.399743
-96,158,0.399999
-94,158,0.400196
-92,158,0.400332
-90,158,0.400406
-88,158,0.400418
-86,158,0.400369
-84,158,0.400259
-82,158,0.400091
-80,158,0.399867
-78,158,0.399589
-76,158,0.399263
-74,158,0.39889
-72,158,0.398477
-70,158,0.398026
-68,158,0.397544
-66,158,0.397034
-64,158,0.396502
-62,158,0.395953
-60,158,0.395391
-58,158,0.394822
-56,158,0.394251
-54,158,0.393682
-52,158,0.39312
-50,158,0.392568
-48,158,0.39203
-46,158,0.391509
-44,158,0.391009
-42,158,0.390532
-40,158,0.39008
-38,158,0.389654
-36,158,0.389256
-34,158,0.388886
-32,158,0.388545
-30,158,0.388232
-28,158,0.387948
-26,158,0.387691
-24,158,0.387461
-22,158,0.387256
-20,158,0.387076
-18,158,0.386918
-16,158,0.386781
-14,158,0.386664
-12,158,0.386567
-10,158,0.386486
-8,158,0.386423
-6,158,0.386376
-4,158,0.386345
-2,158,0.386329
0,158,0.386329
2,158,0.386346
4,158,0.386379
6,158,0.386431
8,158,0.386502
10,158,0.386594
12,158,0.386708
14,158,0.386846
16,158,0.387011
18,158,0.387203
20,158,0.387425
22,158,0.387679
24,158,0.387965
26,158,0.388285
28,158,0.38864
30,158,0.389032
32,158,0.389459
34,158,0.389923
36,158,0.390423
38,158,0.390958
40,158,0.391527
42,158,0.392128
44,158,0.392759
46,158,0.393418
48,158,0.394102
50,158,0.394807
52,158,0.395529
54,158,0.396266
56,158,0.397013
58,158,0.397766
60,158,0.39852
62,158,0.399271
64,158,0.400014
66,158,0.400746
68,158,0.401462
70,158,0.402156
72,158,0.402827
74,158,0.403468
76,158,0.404078
78,158,0.404652
80,158,0.405186
82,158,0.405679
84,158,0.406127
86,158,0.406529
88,158,0.406882
90,158,0.407184
92,158,0.407434
94,158,0.407631
96,158,0.407775
98,158,0.407865
100,158,0.407902
102,158,0.407886
104,158,0.407817
106,158,0.407699
108,158,0.407531
110,158,0.407317
112,158,0.407059
114,158,0.40676
116,158,0.406424
118,158,0.406053
120,158,0.405653
122,158,0.405228
124,158,0.404781
126,158,0.404317
128,158,0.403842
130,158,0.403358
132,158,0.402872
134,158,0.402386
136,158,0.401905
138,158,0.401432
140,158,0.40097
142,158,0.400522
144,158,0.400089
146,158,0.399673
148,158,0.399275
150,158,0.398894
152,158,0.398531
154,158,0.398184
156,158,0.397851
158,158,0.397531
160,158,0.397221
162,158,0.396919
164,158,0.396622
166,158,0.396327
168,158,0.396031
170,158,0.395732
172,158,0.395427
174,158,0.395115
176,158,0.394794
178,158,0.394464
180,158,0.394123
-180,160,0.34712
-178,160,0.346819
-176,160,0.346515
-174,160,0.346211
-172,160,0.345908
-170,160,0.34561
-168,160,0.345318
-166,160,0.345037
-164,160,0.344769
-162,160,0.344519
-160,160,0.344291
-158,160,0.344089
-156,160,0.343915
-154,160,0.343775
-152,160,0.343672
-150,160,0.343608
-148,160,0.343587
-146,160,0.34361
-144,160,0.343679
-142,160,0.343795
-140,160,0.343958
-138,160,0.344167
-136,160,0.344422
-134,160,0.344719
-132,160,0.345057
-130,160,0.345431
-128,160,0.345839
-126,160,0.346275
-124,160,0.346734
-122,160,0.347211
-120,160,0.3477
-118,160,0.348194
-116,160,0.348689
-114,160,0.349176
-112,160,0.349652
-110,160,0.350108
-108,160,0.350541
-106,160,0.350943
-104,160,0.351311
-102,160,0.351639
-100,160,0.351924
-98,160,0.352162
-96,160,0.352351
-94,160,0.352487
-92,160,0.35257
-90,160,0.352597
-88,160,0.35257
-86,160,0.352487
-84,160,0.352349
-82,160,0.352158
-80,160,0.351916
-78,160,0.351624
-76,160,0.351285
-74,160,0.350903
-72,160,0.350481
-70,160,0.350022
-68,160,0.34953
-66,160,0.34901
-64,160,0.348465
-62,160,0.3479
-60,160,0.347319
-58,160,0.346727
-56,160,0.346128
-54,160,0.345526
-52,160,0.344925
-50,160,0.344328
-48,160,0.34374
-46,160,0.343163
-44,160,0.342601
-42,160,0.342056
-40,160,0.341531
-38,160,0.341027
-36,160,0.340547
-34,160,0.340091
-32,160,0.339661
-30,160,0.339257
-28,160,0.33888
-26,160,0.33853
-24,160,0.338207
-22,160,0.33791
-20,160,0.33764
-18,160,0.337395
-16,160,0.337176
-14,160,0.336982
-12,160,0.336812
-10,160,0.336665
-8,160,0.336543
-6,160,0.336443
-4,160,0.336366
-2,160,0.336313
0,160,0.336283
2,160,0.336277
4,160,0.336295
6,160,0.336338
8,160,0.336406
10,160,0.336502
12,160,0.336626
14,160,0.336778
16,160,0.336961
18,160,0.337175
20,160,0.337422
22,160,0.337701
24,160,0.338015
26,160,0.338363
28,160,0.338746
30,160,0.339165
32,160,0.339619
34,160,0.340107
36,160,0.34063
38,160,0.341185
40,160,0.341772
42,160,0.342389
44,160,0.343033
46,160,0.343703
48,160,0.344394
50,160,0.345106
52,160,0.345833
54,160,0.346573
56,160,0.347322
58,160,0.348077
60,160,0.348832
62,160,0.349585
64,160,0.35033
66,160,0.351065
68,160,0.351785
70,160,0.352486
72,160,0.353164
74,160,0.353816
76,160,0.354438
78,160,0.355028
80,160,0.355581
82,160,0.356096
84,160,0.356569
86,160,0.356999
88,160,0.357384
90,160,0.357722
92,160,0.358012
94,160,0.358253
96,160,0.358445
98,160,0.358587
100,160,0.358679
102,160,0.358724
104,160,0.35872
106,160,0.35867
108,160,0.358575
110,160,0.358437
112,160,0.358259
114,160,0.358044
116,160,0.357793
118,160,0.357512
120,160,0.357202
122,160,0.356868
124,160,0.356513
126,160,0.356142
128,160,0.355757
130,160,0.355363
132,160,0.354962
134,160,0.354559
136,160,0.354157
138,160,0.353757
140,160,0.353364
142,160,0.352978
144,160,0.352602
146,160,0.352237
148,160,0.351882
150,160,0.35154
152,160,0.351209
154,160,0.350889
156,160,0.350579
158,160,0.350278
160,160,0.349985
162,160,0.349697
164,160,0.349414
166,160,0.349133
168,160,0.348853
170,160,0.348572
172,160,0.348289
174,160,0.348003
176,160,0.347713
178,160,0.347419
180,160,0.34712
-180,162,0.298423
-178,162,0.298175
-176,162,0.297928
-174,162,0.297685
-172,162,0.297446
-170,162,0.297214
-168,162,0.296991
-166,162,0.296779
-164,162,0.296582
-162,162,0.296401
-160,162,0.296239
-158,162,0.296099
-156,162,0.295984
-154,162,0.295897
-152,162,0.295838
-150,162,0.295811
-148,162,0.295818
-146,162,0.295858
-144,162,0.295934
-142,162,0.296045
-140,162,0.296192
-138,162,0.296373
-136,162,0.296587
-134,162,0.296833
-132,162,0.297109
-130,162,0.297411
-128,162,0.297737
-126,162,0.298083
-124,162,0.298444
-122,162,0.298817
-120,162,0.299197
-118,162,0.299579
-116,162,0.299958
-114,162,0.300331
-112,162,0.300691
-110,162,0.301034
-108,162,0.301356
-106,162,0.301652
-104,162,0.301918
-102,162,0.302151
-100,162,0.302347
-98,162,0.302503
-96,162,0.302616
-94,162,0.302685
-92,162,0.302709
-90,162,0.302685
-88,162,0.302614
-86,162,0.302494
-84,162,0.302328
-82,162,0.302114
-80,162,0.301855
-78,162,0.301553
-76,162,0.301208
-74,162,0.300823
-72,162,0.300402
-70,162,0.299946
-68,162,0.29946
-66,162,0.298945
-64,162,0.298407
-62,162,0.297847
-60,162,0.297271
-58,162,0.296681
-56,162,0.296082
-54,162,0.295476
-52,162,0.294867
-50,162,0.294259
-48,162,0.293655
-46,162,0.293058
-44,162,0.292471
-42,162,0.291897
-40,162,0.291337
-38,162,0.290795
-36,162,0.290271
-34,162,0.289769
-32,162,0.289288
-30,162,0.288831
-28,162,0.288399
-26,162,0.287992
-24,162,0.28761
-22,162,0.287255
-20,162,0.286927
-18,162,0.286625
-16,162,0.286351
-14,162,0.286103
-12,162,0.285883
-10,162,0.285689
-8,162,0.285523
-6,162,0.285385
-4,162,0.285273
-2,162,0.28519
0,162,0.285134
2,162,0.285107
4,162,0.285108
6,162,0.285139
8,162,0.285199
10,162,0.28529
12,162,0.285412
14,162,0.285566
16,162,0.285752
18,162,0.285971
20,162,0.286223
22,162,0.286508
24,162,0.286828
26,162,0.287182
28,162,0.287569
30,162,0.287991
32,162,0.288445
34,162,0.288932
36,162,0.28945
38,162,0.289999
40,162,0.290576
42,162,0.29118
44,162,0.291809
46,162,0.292461
48,162,0.293133
50,162,0.293822
52,162,0.294525
54,162,0.295239
56,162,0.295962
58,162,0.296689
60,162,0.297417
62,162,0.298143
64,162,0.298863
66,162,0.299574
68,162,0.300271
70,162,0.300952
72,162,0.301614
74,162,0.302252
76,162,0.302864
78,162,0.303447
80,162,0.303999
82,162,0.304517
84,162,0.304998
86,162,0.305442
88,162,0.305845
90,162,0.306208
92,162,0.306528
94,162,0.306805
96,162,0.307038
98,162,0.307228
100,162,0.307374
102,162,0.307478
104,162,0.307539
106,162,0.307559
108,162,0.30754
110,162,0.307483
112,162,0.30739
114,162,0.307263
116,162,0.307105
118,162,0.306919
120,162,0.306707
122,162,0.306471
124,162,0.306216
126,162,0.305944
128,162,0.305658
130,162,0.30536
132,162,0.305054
134,162,0.304743
136,162,0.304428
138,162,0.304112
140,162,0.303798
142,162,0.303485
144,162,0.303177
146,162,0.302874
148,162,0.302578
150,162,0.302287
152,162,0.302003
154,162,0.301726
156,162,0.301454
158,162,0.301189
160,162,0.300928
162,162,0.300671
164,162,0.300418
166,162,0.300167
168,162,0.299917
170,162,0.299669
172,162,0.29942
174,162,0.299171
176,162,0.298922
178,162,0.298673
180,162,0.298423
-180,164,0.249292
-178,164,0.249097
-176,164,0.248906
-174,164,0.248719
-172,164,0.24854
-170,164,0.248367
-168,164,0.248204
-166,164,0.248052
-164,164,0.247912
-162,164,0.247786
-160,164,0.247677
-158,164,0.247585
-156,164,0.247513
-154,164,0.247461
-152,164,0.247432
-150,164,0.247427
-148,164,0.247446
-146,164,0.24749
-144,164,0.247559
-142,164,0.247654
-140,164,0.247773
-138,164,0.247917
-136,164,0.248084
-134,164,0.248273
-132,164,0.248481
-130,164,0.248707
-128,164,0.248948
-126,164,0.249201
-124,164,0.249464
-122,164,0.249733
-120,164,0.250005
-118,164,0.250276
-116,164,0.250543
-114,164,0.250801
-112,164,0.251048
-110,164,0.25128
-108,164,0.251492
-106,164,0.251683
-104,164,0.251849
-102,164,0.251987
-100,164,0.252094
-98,164,0.252168
-96,164,0.252207
-94,164,0.252209
-92,164,0.252174
-90,164,0.252099
-88,164,0.251985
-86,164,0.251831
-84,164,0.251638
-82,164,0.251405
-80,164,0.251134
-78,164,0.250825
-76,164,0.250481
-74,164,0.250102
-72,164,0.249691
-70,164,0.249251
-68,164,0.248782
-66,164,0.248289
-64,164,0.247773
-62,164,0.247238
-60,164,0.246686
-58,164,0.24612
-56,164,0.245544
-54,164,0.24496
-52,164,0.244372
-50,164,0.243782
-48,164,0.243193
-46,164,0.242608
-44,164,0.242029
-42,164,0.241459
